FILE_TYPE,DISCHARGE_MONTH,PREV_YR_AVG,#_RECDS_EXPECTED_(TARGET),#_RECDS_LOADED,SHORTAGE,PCT_OF_PREVYRAVG_SUBMTD_,EXCEPTION_ON_FILE_W/SPARCS,EXTENSION_GRANTED,FILE_LAST_SUBMTD,PFI,AUDIT_YEAR
ED,August,,2145,"2,655",,0.98,,,2020   JUN,000116,2019
ED,September,,2145,"2,851",,1.06,,,2020   JUN,000116,2019
ED,October,,2145,"2,656",,0.99,,,2020   JUN,000116,2019
ED,November,,2145,"2,513",,0.93,,,2020   JUN,000116,2019
ED,December,,2011,"2,633",,0.98,,,2021   APR,000116,2019
IP,January,981,784,959,,0.97,,,2019   NOV,000116,2019
IP,February,,735,833,,0.84,,,2020   APR,000116,2019
IP,March,,784,940,,0.95,,,2020   MAR,000116,2019
IP,April,,784,944,,0.96,,,2021   JUN,000116,2019
IP,May,,784,880,,0.89,,,2020   APR,000116,2019
IP,June,,784,944,,0.96,,,2021   JUN,000116,2019
IP,July,,784,"1,006",,1.02,,,2021   JUN,000116,2019
IP,August,,784,986,,1.0,,,2021   JUN,000116,2019
IP,September,,784,"1,029",,1.04,,,2020   APR,000116,2019
AS,January,519,415,620,,1.19,,,2021   NOV,004110,2019
AS,February,,389,556,,1.07,,,2021   NOV,004110,2019
AS,March,,415,589,,1.13,,,2021   NOV,004110,2019
AS,April,,415,624,,1.2,,,2021   NOV,004110,2019
AS,May,,415,659,,1.26,,,2022   FEB,004110,2019
AS,June,,415,608,,1.17,,,2022   FEB,004110,2019
AS,July,,415,541,,1.04,,,2021   NOV,004110,2019
AS,August,,415,618,,1.19,,,2021   NOV,004110,2019
AS,September,,415,568,,1.09,,,2022   FEB,004110,2019
AS,October,,415,656,,1.26,,,2021   NOV,004110,2019
AS,November,,415,587,,1.13,,,2021   NOV,004110,2019
AS,December,,389,600,,1.15,,,2021   NOV,004110,2019
ED,January,1835,1468,"2,048",,1.11,,,2019   OCT,000482,2019
ED,February,,1376,"1,810",,0.98,,,2019   OCT,000482,2019
ED,March,,1468,"2,023",,1.1,,,2019   NOV,000482,2019
ED,April,,1468,"1,840",,1.0,,,2019   NOV,000482,2019
ED,May,,1468,"1,932",,1.05,,,2019   NOV,000482,2019
ED,June,,1468,"1,831",,0.99,,,2019   NOV,000482,2019
ED,July,,1468,"1,912",,1.04,,,2019   NOV,000482,2019
ED,August,,1468,"1,608",,0.87,,,2019   NOV,000482,2019
ED,September,,1468,"1,896",,1.03,,,2019   DEC,000482,2019
ED,October,,1468,"2,062",,1.12,,,2020   JAN,000482,2019
ED,November,,1468,"1,958",,1.06,,,2020   JAN,000482,2019
ED,December,,1376,"1,947",,1.06,,,2020   MAR,000482,2019
IP,January,16,12,11,1,0.68,YES,,2019   OCT,000482,2019
IP,February,,12,14,,0.87,,,2019   OCT,000482,2019
IP,March,,12,14,,0.87,,,2019   OCT,000482,2019
IP,April,,12,10,2,0.62,YES,,2019   OCT,000482,2019
IP,May,,12,20,,1.25,,,2019   NOV,000482,2019
IP,June,,12,14,,0.87,,,2019   NOV,000482,2019
IP,July,,12,14,,0.87,,,2019   NOV,000482,2019
IP,August,,12,10,2,0.62,YES,,2019   NOV,000482,2019
IP,September,,12,18,,1.12,,,2019   NOV,000482,2019
IP,October,,12,10,2,0.62,YES,,2020   JAN,000482,2019
IP,November,,12,9,3,0.56,YES,,2020   JAN,000482,2019
IP,December,,12,10,2,0.62,YES,,2020   JAN,000482,2019
OP,January,1690,1352,"1,798",,1.06,,,2019   OCT,000482,2019
OP,February,,1267,"1,668",,0.98,,,2019   OCT,000482,2019
OP,March,,1352,"1,620",,0.95,,,2019   OCT,000482,2019
OP,April,,1352,"1,892",,1.11,,,2019   NOV,000482,2019
OP,May,,1352,"1,838",,1.08,,,2019   NOV,000482,2019
OP,June,,1352,"1,672",,0.98,,,2019   NOV,000482,2019
OP,July,,1352,"1,776",,1.05,,,2019   NOV,000482,2019
OP,August,,1352,"1,688",,0.99,,,2019   NOV,000482,2019
OP,September,,1352,"1,801",,1.06,,,2019   DEC,000482,2019
AS,January,422,337,362,,0.85,,,2022   FEB,007808,2021
AS,February,,316,371,,0.87,,,2022   FEB,007808,2021
AS,March,,337,442,,1.04,,,2022   FEB,007808,2021
AS,April,,337,432,,1.02,,,2022   FEB,007808,2021
AS,May,,337,495,,1.17,,,2022   FEB,007808,2021
AS,June,,337,481,,1.13,,,2022   FEB,007808,2021
AS,July,,337,427,,1.01,,,2022   FEB,007808,2021
AS,August,,337,350,,0.82,,,2022   FEB,007808,2021
AS,September,,337,400,,0.94,,,2022   FEB,007808,2021
AS,October,,337,383,,0.9,,,2022   FEB,007808,2021
AS,November,,337,376,,0.89,,,2022   FEB,007808,2021
AS,December,,316,344,,0.81,,,2022   AUG,007808,2021
OP,January,12,9,2,7,0.16,YES,,2022   FEB,007808,2021
OP,February,,9,1,8,0.08,YES,,2022   FEB,007808,2021
OP,March,,9,1,8,0.08,YES,,2022   FEB,007808,2021
OP,April,,9,1,8,0.08,YES,,2022   FEB,007808,2021
OP,May,,9,0,9,0.0,YES,,,007808,2021
OP,June,,9,1,8,0.08,YES,,2022   FEB,007808,2021
OP,July,,9,2,7,0.16,YES,,2022   FEB,007808,2021
OP,August,,9,1,8,0.08,YES,,2022   FEB,007808,2021
OP,September,,9,1,8,0.08,YES,,2022   FEB,007808,2021
OP,October,,9,4,5,0.33,YES,,2022   FEB,007808,2021
OP,November,,9,3,6,0.25,YES,,2022   FEB,007808,2021
OP,December,,9,1,8,0.08,YES,,2022   AUG,007808,2021
AS,January,274,219,313,,1.14,,,2021   JUL,001445,2021
AS,February,,205,272,,0.99,,,2022   MAR,001445,2021
AS,March,,219,428,,1.56,,,2022   SEP,001445,2021
AS,April,,219,442,,1.61,,,2022   JUL,001445,2021
AS,May,,219,449,,1.63,,,2023   JAN,001445,2021
AS,June,,219,455,,1.66,,,2022   SEP,001445,2021
AS,July,,219,377,,1.37,,,2022   OCT,001445,2021
AS,August,,219,384,,1.4,,,2022   AUG,001445,2021
AS,September,,219,265,,0.96,,,2023   FEB,001445,2021
AS,October,,219,357,,1.3,,,2023   JAN,001445,2021
AS,November,,219,331,,1.2,,,2023   JAN,001445,2021
AS,December,,205,330,,1.2,,,2023   JAN,001445,2021
ED,January,4483,3586,"4,616",,1.02,,,2023   FEB,001445,2021
ED,February,,3362,"4,151",,0.92,,,2023   FEB,001445,2021
ED,March,,3586,"4,940",,1.1,,,2023   FEB,001445,2021
ED,April,,3586,"4,979",,1.11,,,2023   FEB,001445,2021
ED,May,,3586,"5,237",,1.16,,,2023   FEB,001445,2021
ED,June,,3586,"5,412",,1.2,,,2023   FEB,001445,2021
ED,July,,3586,"5,386",,1.2,,,2023   MAR,001445,2021
ED,August,,3586,"5,816",,1.29,,,2023   MAR,001445,2021
ED,September,,3586,"5,434",,1.21,,,2023   FEB,001445,2021
ED,October,,3586,"6,037",,1.34,,,2023   FEB,001445,2021
ED,November,,3586,"5,514",,1.22,,,2023   FEB,001445,2021
ED,December,,3362,"6,828",,1.52,,,2023   FEB,001445,2021
IP,January,810,648,749,,0.92,,,2022   DEC,001445,2021
IP,February,,607,774,,0.95,,,2023   JAN,001445,2021
IP,March,,648,857,,1.05,,,2023   JAN,001445,2021
IP,April,,648,887,,1.09,,,2023   JAN,001445,2021
IP,May,,648,863,,1.06,,,2023   FEB,001445,2021
IP,June,,648,834,,1.02,,,2023   JAN,001445,2021
IP,July,,648,855,,1.05,,,2023   JAN,001445,2021
IP,August,,648,932,,1.15,,,2023   FEB,001445,2021
IP,September,,648,697,,0.86,,,2022   DEC,001445,2021
AS,January,0,1,0,1,1.0,YES,,,013957,2020
AS,February,,1,0,1,1.0,YES,,,013957,2020
AS,March,,1,0,1,1.0,YES,,,013957,2020
AS,April,,1,0,1,1.0,YES,,,013957,2020
AS,May,,1,0,1,1.0,YES,,,013957,2020
AS,June,,1,0,1,1.0,YES,,,013957,2020
AS,July,,1,0,1,1.0,YES,,,013957,2020
AS,August,,1,0,1,1.0,YES,,,013957,2020
AS,September,,1,0,1,1.0,YES,,,013957,2020
AS,October,,1,0,1,1.0,YES,,,013957,2020
AS,November,,1,0,1,1.0,YES,,,013957,2020
AS,December,,1,0,1,1.0,YES,,,013957,2020
AS,January,47,37,49,,1.04,,,2022   MAR,010216,2021
AS,February,,35,50,,1.06,,,2022   MAR,010216,2021
AS,March,,37,68,,1.44,,,2022   MAR,010216,2021
AS,April,,37,81,,1.72,,,2022   MAR,010216,2021
AS,May,,37,78,,1.65,,,2022   MAR,010216,2021
AS,June,,37,58,,1.23,,,2022   MAR,010216,2021
AS,July,,37,48,,1.02,,,2022   MAR,010216,2021
AS,August,,37,41,,0.87,,,2022   MAR,010216,2021
AS,September,,37,55,,1.17,,,2022   MAR,010216,2021
AS,October,,37,49,,1.04,,,2022   MAR,010216,2021
AS,November,,37,57,,1.21,,,2022   MAR,010216,2021
AS,December,,35,56,,1.19,,,2022   MAR,010216,2021
ED,January,704,563,635,,0.9,,,2022   MAR,010216,2021
ED,February,,528,582,,0.82,,,2022   MAR,010216,2021
ED,March,,563,643,,0.91,,,2022   MAR,010216,2021
ED,April,,563,763,,1.08,,,2022   MAR,010216,2021
ED,May,,563,850,,1.2,,,2022   MAR,010216,2021
ED,June,,563,865,,1.22,,,2022   MAR,010216,2021
ED,July,,563,958,,1.36,,,2022   MAR,010216,2021
ED,August,,563,"1,015",,1.44,,,2022   MAR,010216,2021
ED,September,,563,"1,046",,1.48,,,2022   MAR,010216,2021
ED,October,,563,"1,057",,1.5,,,2022   MAR,010216,2021
ED,November,,563,975,,1.38,,,2022   MAR,010216,2021
ED,December,,528,"1,000",,1.42,,,2022   APR,010216,2021
IP,January,31,24,44,,1.41,,,2022   MAR,010216,2021
IP,February,,23,39,,1.25,,,2022   MAR,010216,2021
IP,March,,24,46,,1.48,,,2022   MAR,010216,2021
IP,April,,24,43,,1.38,,,2022   MAR,010216,2021
IP,May,,24,42,,1.35,,,2022   MAR,010216,2021
IP,June,,24,44,,1.41,,,2022   MAR,010216,2021
IP,July,,24,27,,0.87,,,2022   MAR,010216,2021
IP,August,,24,30,,0.96,,,2022   MAR,010216,2021
IP,September,,24,50,,1.61,,,2022   MAR,010216,2021
AS,January,162,129,136,,0.83,,,2021   MAY,007809,2020
AS,February,,121,205,,1.26,,,2021   MAY,007809,2020
AS,March,,129,121,8,0.74,NO,04/30/2023,2021   MAY,007809,2020
AS,April,,129,7,122,0.04,YES,,2021   MAY,007809,2020
AS,May,,129,82,47,0.5,YES,,2021   MAY,007809,2020
AS,June,,129,194,,1.19,,,2021   MAY,007809,2020
AS,July,,129,174,,1.07,,,2021   MAY,007809,2020
AS,August,,129,153,,0.94,,,2021   MAY,007809,2020
AS,September,,129,151,,0.93,,,2021   MAY,007809,2020
AS,October,,129,151,,0.93,,,2021   MAY,007809,2020
AS,November,,129,149,,0.91,,,2021   MAY,007809,2020
AS,December,,121,173,,1.06,,,2021   MAY,007809,2020
AS,January,128,102,111,,0.86,,,2020   JUL,006343,2020
AS,February,,96,131,,1.02,,,2020   AUG,006343,2020
AS,March,,102,70,32,0.54,YES,,2021   MAR,006343,2020
AS,April,,102,0,102,0.0,YES,,,006343,2020
AS,May,,102,0,102,0.0,YES,,,006343,2020
AS,June,,102,116,,0.9,,,2020   AUG,006343,2020
AS,July,,102,122,,0.95,,,2020   OCT,006343,2020
AS,August,,102,95,7,0.74,NO,,2020   OCT,006343,2020
AS,September,,102,148,,1.15,,,2021   FEB,006343,2020
AS,October,,102,139,,1.08,,,2021   APR,006343,2020
AS,November,,102,143,,1.11,,,2021   APR,006343,2020
AS,December,,96,104,,0.81,,,2021   APR,006343,2020
OP,January,1789,1431,"2,045",,1.14,,,2020   AUG,006343,2020
OP,February,,1341,"1,749",,0.97,,,2020   AUG,006343,2020
OP,March,,1431,"1,200",231,0.67,YES,,2021   MAR,006343,2020
OP,April,,1431,512,919,0.28,YES,,2021   MAR,006343,2020
OP,May,,1431,802,629,0.44,YES,,2021   MAR,006343,2020
OP,June,,1431,"1,194",237,0.66,NO,,2021   APR,006343,2020
OP,July,,1431,"1,522",,0.85,,,2021   APR,006343,2020
OP,August,,1431,"1,558",,0.87,,,2021   MAR,006343,2020
OP,September,,1431,"1,767",,0.98,,,2021   MAR,006343,2020
OP,October,,1431,"1,987",,1.11,,,2021   APR,006343,2020
OP,November,,1431,"1,636",,0.91,,,2021   APR,006343,2020
OP,December,,1341,"1,575",,0.88,,,2021   JUN,006343,2020
AS,January,538,430,606,,1.12,,,2019   NOV,000339,2019
AS,February,,403,532,,0.98,,,2019   NOV,000339,2019
AS,March,,430,568,,1.05,,,2019   NOV,000339,2019
AS,April,,430,648,,1.2,,,2020   JUN,000339,2019
AS,May,,430,690,,1.28,,,2020   JUN,000339,2019
AS,June,,430,563,,1.04,,,2020   FEB,000339,2019
AS,July,,430,605,,1.12,,,2020   APR,000339,2019
AS,August,,430,641,,1.19,,,2019   NOV,000339,2019
AS,September,,430,574,,1.06,,,2019   DEC,000339,2019
AS,October,,430,623,,1.15,,,2020   APR,000339,2019
AS,November,,430,545,,1.01,,,2020   APR,000339,2019
AS,December,,403,515,,0.95,,,2020   JUN,000339,2019
ED,January,1537,1229,"1,372",,0.89,,,2019   OCT,000339,2019
ED,February,,1152,"1,429",,0.92,,,2019   OCT,000339,2019
ED,March,,1229,"1,488",,0.96,,,2019   NOV,000339,2019
ED,April,,1229,"1,444",,0.93,,,2019   NOV,000339,2019
ED,May,,1229,"1,552",,1.0,,,2019   NOV,000339,2019
ED,June,,1229,"1,471",,0.95,,,2019   NOV,000339,2019
ED,July,,1229,"1,616",,1.05,,,2019   NOV,000339,2019
ED,August,,1229,"1,538",,1.0,,,2019   DEC,000339,2019
ED,September,,1229,"1,504",,0.97,,,2019   DEC,000339,2019
ED,October,,1229,"1,450",,0.94,,,2020   FEB,000339,2019
ED,November,,1229,"1,358",,0.88,,,2020   FEB,000339,2019
ED,December,,1152,"1,547",,1.0,,,2020   JUN,000339,2019
IP,January,364,291,386,,1.06,,,2020   JUN,000339,2019
IP,February,,273,354,,0.97,,,2020   JUN,000339,2019
IP,March,,291,392,,1.07,,,2020   JUN,000339,2019
IP,April,,291,391,,1.07,,,2020   JUN,000339,2019
IP,May,,291,374,,1.02,,,2020   JUN,000339,2019
IP,June,,291,357,,0.98,,,2020   APR,000339,2019
IP,July,,291,399,,1.09,,,2020   FEB,000339,2019
IP,August,,291,342,,0.93,,,2020   FEB,000339,2019
IP,September,,291,347,,0.95,,,2020   JUN,000339,2019
AS,January,366,292,291,1,0.79,NO,,2022   NOV,001072,2022
AS,February,,274,395,,1.07,,,2022   NOV,001072,2022
AS,March,,292,430,,1.17,,,2023   JAN,001072,2022
AS,April,,292,392,,1.07,,,2022   NOV,001072,2022
AS,May,,292,381,,1.04,,,2023   JAN,001072,2022
AS,June,,292,378,,1.03,,,2023   FEB,001072,2022
AS,July,,292,310,,0.84,,,2023   FEB,001072,2022
AS,August,,292,374,,1.02,,,2023   FEB,001072,2022
AS,September,,292,388,,1.06,,,2023   FEB,001072,2022
AS,October,,292,361,,0.98,,,2023   FEB,001072,2022
AS,November,,292,345,,0.94,,,2023   FEB,001072,2022
AS,December,,274,348,,0.95,,,2023   FEB,001072,2022
ED,January,2282,1825,"2,422",,1.06,,,2023   FEB,001072,2022
ED,February,,1711,"2,049",,0.89,,,2023   FEB,001072,2022
ED,March,,1825,"2,333",,1.02,,,2023   FEB,001072,2022
ED,April,,1825,"2,550",,1.11,,,2023   FEB,001072,2022
ED,May,,1825,"2,910",,1.27,,,2023   FEB,001072,2022
ED,June,,1825,"2,785",,1.22,,,2023   FEB,001072,2022
ED,July,,1825,"2,904",,1.27,,,2023   FEB,001072,2022
ED,August,,1825,"2,679",,1.17,,,2023   FEB,001072,2022
ED,September,,1825,"2,686",,1.17,,,2023   FEB,001072,2022
ED,October,,1825,"2,878",,1.26,,,2023   FEB,001072,2022
ED,November,,1825,"2,715",,1.18,,,2023   FEB,001072,2022
ED,December,,1711,"3,128",,1.37,,,2023   FEB,001072,2022
IP,January,478,382,510,,1.06,,,2023   FEB,001072,2022
IP,February,,358,456,,0.95,,,2023   FEB,001072,2022
IP,March,,382,483,,1.01,,,2023   FEB,001072,2022
IP,April,,382,481,,1.0,,,2023   FEB,001072,2022
IP,May,,382,503,,1.05,,,2023   FEB,001072,2022
IP,June,,382,472,,0.98,,,2023   FEB,001072,2022
IP,July,,382,513,,1.07,,,2023   FEB,001072,2022
IP,August,,382,465,,0.97,,,2023   FEB,001072,2022
IP,September,,382,503,,1.05,,,2023   FEB,001072,2022
AS,January,223,178,238,,1.06,,,2022   JUN,010241,2022
AS,February,,167,209,,0.93,,,2022   JUN,010241,2022
AS,March,,178,255,,1.14,,,2022   JUN,010241,2022
AS,April,,178,241,,1.08,,,2022   OCT,010241,2022
AS,May,,178,245,,1.09,,,2022   OCT,010241,2022
AS,June,,178,287,,1.28,,,2022   NOV,010241,2022
AS,July,,178,192,,0.86,,,2023   JAN,010241,2022
AS,August,,178,216,,0.96,,,2023   JAN,010241,2022
AS,September,,178,263,,1.17,,,2023   JAN,010241,2022
AS,October,,178,0,178,0.0,NO,,,010241,2022
AS,November,,178,0,178,0.0,NO,,,010241,2022
AS,December,,167,0,167,0.0,NO,,,010241,2022
AS,January,13,10,0,10,0.0,NO,,,000812,2023
AS,February,,9,0,9,0.0,NO,,,000812,2023
AS,January,329,263,334,,1.01,,,2022   FEB,009635,2022
AS,February,,246,352,,1.06,,,2022   MAR,009635,2022
AS,March,,263,411,,1.24,,,2022   APR,009635,2022
AS,April,,263,339,,1.03,,,2022   MAY,009635,2022
AS,May,,263,387,,1.17,,,2022   JUN,009635,2022
AS,June,,263,325,,0.98,,,2022   JUL,009635,2022
AS,July,,263,342,,1.03,,,2022   AUG,009635,2022
AS,August,,263,443,,1.34,,,2022   SEP,009635,2022
AS,September,,263,365,,1.1,,,2022   OCT,009635,2022
AS,October,,263,383,,1.16,,,2022   NOV,009635,2022
AS,November,,263,304,,0.92,,,2022   DEC,009635,2022
AS,December,,246,307,,0.93,,,2023   JAN,009635,2022
AS,January,765,612,710,,0.92,,,2022   AUG,004214,2022
AS,February,,573,727,,0.95,,,2022   AUG,004214,2022
AS,March,,612,916,,1.19,,,2022   AUG,004214,2022
AS,April,,612,768,,1.0,,,2022   AUG,004214,2022
AS,May,,612,788,,1.03,,,2022   AUG,004214,2022
AS,June,,612,877,,1.14,,,2022   AUG,004214,2022
AS,July,,612,722,,0.94,,,2022   SEP,004214,2022
AS,August,,612,842,,1.1,,,2022   NOV,004214,2022
AS,September,,612,772,,1.0,,,2022   DEC,004214,2022
AS,October,,612,828,,1.08,,,2023   JAN,004214,2022
AS,November,,612,761,,0.99,,,2023   JAN,004214,2022
AS,December,,573,0,573,0.0,NO,,,004214,2022
AS,January,864,691,366,325,0.42,NO,,2021   MAR,001005,2021
AS,February,,648,478,170,0.55,NO,,2021   APR,001005,2021
AS,March,,691,"1,117",,1.29,,,2022   MAR,001005,2021
AS,April,,691,"1,146",,1.32,,,2021   JUL,001005,2021
AS,May,,691,959,,1.1,,,2021   SEP,001005,2021
AS,June,,691,"1,064",,1.23,,,2022   MAR,001005,2021
